comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes
DI20240928055100-19091165,DI20240928055100,Sandra,"9/28/2024, 5:19:59 AM",2024-09-28 05:19:59,Sra consol ha que està esperant per fer tancar les botigues de pas amb el departament d’interior ? O es que els seus amos no volen. Prou !!!!,,,
DI20240928055100-19007486,DI20240928055100,Perarnau,"9/28/2024, 4:44:58 AM",2024-09-28 04:44:58,Normalment no porten documents i diuen noms falsos. Per això se’ls agafa l’empremta i se’ls fa una fotografia. ,,,
DI20240928055100-19112163,DI20240928055100,Pagas tu???,"9/28/2024, 11:18:02 AM",2024-09-28 11:18:02,"Amb els impostos que tu pagues no dona per pagar 10 dies de preso, si els tanquem aqui, entre metges, revisions i menjar paguem 10000 per cada mes que estan a la comella….",19007486,,
DI20240928055100-18825528,DI20240928055100,Josep,"9/28/2024, 3:28:29 AM",2024-09-28 03:28:29,"El tabac i l'alcohol s'haurien de vendre en botigues especialitzades, i fora del radi de les fronteres.",,,
DI20240928055100-19108424,DI20240928055100,Ho pagaràs amb impostos !,"9/28/2024, 7:05:23 AM",2024-09-28 07:05:23,Veuràs els ingressos d’entrada la vall….,18825528,,
DI20240928055100-19109250,DI20240928055100,Cínics,"9/28/2024, 7:58:38 AM",2024-09-28 07:58:38,Us ho haguéssiu pensat abans de penalitzar.,19108424,,
DI20240928055100-19109162,DI20240928055100,Esta acavat el.pais,"9/28/2024, 7:53:41 AM",2024-09-28 07:53:41,I a mes eliminant rls.pisos turistics hehe,19108424,,
DI20240928055100-19109052,DI20240928055100,Ara a cumplir la llei,"9/28/2024, 7:47:37 AM",2024-09-28 07:47:37,S'ho haguessin pensat el gener del 1.999.,19108424,,
DI20240928055100-18608531,DI20240928055100,Carles,"9/28/2024, 1:56:52 AM",2024-09-28 01:56:52,La llastima es q ja no hi viu tanta gent com abans del contraband i s'ha quedat el mercat les mafies.,,,
DI20240928055100-18566856,DI20240928055100,Estripagecs,"9/28/2024, 1:39:23 AM",2024-09-28 01:39:23,L’erradicacio del contraban de tabac seria un fet si Govern tingues determinacio per dur-ho a terme.,,,
DI20240928055100-19109187,DI20240928055100,Esta acavat el.pais,"9/28/2024, 7:54:53 AM",2024-09-28 07:54:53,Ara ey creus k un yio per edtalviarse 50 euros en dos caryons gastara 100 en benzina? Hahaha,18566856,,
DI20240928055100-18816922,DI20240928055100,No t'enteres,"9/28/2024, 3:24:56 AM",2024-09-28 03:24:56,Han convertit el turista en contrabandista.,18566856,,
DI20240928055100-19108361,DI20240928055100,Aaaaalaaaa…..,"9/28/2024, 7:00:51 AM",2024-09-28 07:00:51,"Torna a Barcelona, que no hi entens res !",18816922,,
DI20240928055100-18485539,DI20240928055100,Blanc i en botella,"9/28/2024, 1:05:03 AM",2024-09-28 01:05:03,"Però si justament els que es dedicaven i es dediquen al control, són els que tenen botigues de venda de tabac.",,,
DI20240928055100-18451041,DI20240928055100,Col·laboradors,"9/28/2024, 12:50:18 AM",2024-09-28 00:50:18,"Les noves lleis han convertit en col·laboradors necesaris als botiguers, que viuen un mes d'agost constant, venent tabac a les bandes organitzades del sud de França. ",,,
DI20240928055100-18440050,DI20240928055100,No anem bé...,"9/28/2024, 12:45:31 AM",2024-09-28 00:45:31,"No entenc res, però la policia troba algú indocumentat i només li prenen les emprentes i el deixen marxar?!! ""Normalment no porten documents i diuen noms falsos. Per això se’ls agafa l’empremta i se’ls fa una fotografia."" No l'haurien d'expulsar? Com s'entén que han entrat si a la frontera et poden demanar la identificació, i sense carnet de conduir?",,,
DI20240928055100-18499941,DI20240928055100,Ara feu-los fora,"9/28/2024, 1:11:12 AM",2024-09-28 01:11:12,"És el què volien, oi?. ",18440050,,
DI20240928055100-18439838,DI20240928055100,Que sou cotilles,"9/28/2024, 12:45:25 AM",2024-09-28 00:45:25,Que viviu de l’aire vosaltres ?    ,,,
DI20240928055100-19108298,DI20240928055100,Que vols que diguin ?,"9/28/2024, 6:56:21 AM",2024-09-28 06:56:21,"El problema es que aquest Govern comunista ha regalat passaports als estrangers, que son de Barcelona.",18439838,,
DI20240928055100-18427342,DI20240928055100,Xarnego,"9/28/2024, 12:40:08 AM",2024-09-28 00:40:08,El comú?,,,
DI20240928055100-18239931,DI20240928055100,Rossli,"9/27/2024, 11:20:15 PM",2024-09-27 23:20:15,"Sempre s.ha fet aixi , quin problema hi ha ",,,
DI20240928055100-18530870,DI20240928055100,Será q tambe t'enbuxaques,"9/28/2024, 1:24:24 AM",2024-09-28 01:24:24,Com es nota que no vius al Pas.... ,18239931,,
DI20240928055100-19109230,DI20240928055100,Esta acavat el.pais,"9/28/2024, 7:57:47 AM",2024-09-28 07:57:47,"Millor aixo que que et diguin lletja, no?",18530870,,
DI20240928055100-19108327,DI20240928055100,Deus ser de fora….,"9/28/2024, 6:58:08 AM",2024-09-28 06:58:08,Has vist masses pelicules.,18530870,,
DI20240928053300-19107875,DI20240928053300,circ de la neu,"9/28/2024, 6:24:11 AM",2024-09-28 06:24:11,No vau fer prou el pena amb la candidatura? prou de malgastar els diners del país… ,,,
DI20240928052800-19107174,DI20240928052800,Tix,"9/28/2024, 5:30:37 AM",2024-09-28 05:30:37,el problema es la federacio de moto,,,
DI20240928052800-18422614,DI20240928052800,Endormiscament parroquial,"9/28/2024, 12:38:08 AM",2024-09-28 00:38:08,"El Comú de Desperta Laurèdia, ja s’ha carregat l’únic esdeveniment que situava la parròquia al mapa mundial! Gràcies Sr. Cairat i Sr Conseller d’Esports, que no sé ni com es diu…",,,
DI20240927202300-18248036,DI20240927202300,"Res nou, això es notícia?","9/27/2024, 11:23:45 PM",2024-09-27 23:23:45,"Es molt vergonyós el despreci de DA, perquè no els votem mai.",,,
DI20240927190800-17082164,DI20240927190800,Joan,"9/27/2024, 10:35:45 AM",2024-09-27 10:35:45,"Serà ""en col·laboració amb"" en comptes de ""amb col·laboració amb"", no? I per cert, el M2 G87 té 480cv no 400...",,,
DI20240927184500-17712130,DI20240927184500,Tyyyy,"9/27/2024, 6:55:21 PM",2024-09-27 18:55:21,Hhhhhhhhhh,,,
DI20240927184500-17159436,DI20240927184500,La cosa es complica,"9/27/2024, 3:12:15 PM",2024-09-27 15:12:15,"Josep, ",,,
DI20240927184500-17152946,DI20240927184500,Segudet,"9/27/2024, 3:09:36 PM",2024-09-27 15:09:36,"Quina llàstima, no s’admeten comentaris sobre l’article -si son crítics amb la notícia - ni tant sols sent respectuosos.",,,
DI20240927184500-17142224,DI20240927184500,L hora de la veritat,"9/27/2024, 3:05:20 PM",2024-09-27 15:05:20,Veig que esta capat els comentaris que son en contra el sistema.,,,
DI20240927184500-17131675,DI20240927184500,Blat,"9/27/2024, 3:01:11 PM",2024-09-27 15:01:11,Israel estàn sonats ,,,
DI20240927184500-17128500,DI20240927184500,L hora de la veritat,"9/27/2024, 2:59:54 PM",2024-09-27 14:59:54,"Josep, ni t arribaries a creure on son capaços d arribar … ",,,
DI20240927184500-17084389,DI20240927184500,Josep,"9/27/2024, 1:20:20 PM",2024-09-27 13:20:20,Aquesta falsa democràcia fa fàstic. ,,,
DI20240927184500-17083226,DI20240927184500,Sobreactuat,"9/27/2024, 11:50:51 AM",2024-09-27 11:50:51,"La retòrica és l'art de parlar o escriure amb elegància i correcció procurant delectar, commoure, convèncer o persuadir l'interlocutor o els interlocutors a qui se'ls dirigeix ​​un missatge, una idea o un discurs.",,,
DI20240927184500-17083044,DI20240927184500,Cómplices necessaris,"9/27/2024, 11:37:28 AM",2024-09-27 11:37:28,"Bla, bla, bla, agenda 2030, bla, bla, bla agenda 2045.",,,
DI20240927184500-17081266,DI20240927184500,IMPRESIONANT,"9/27/2024, 9:23:06 AM",2024-09-27 09:23:06,PER DONAR LLIÇONS ES TE DE TENIR PRIMER ELS MOBLES MOLT BEN ENDREÇATS I NO ES EL CAS.,,,
DI20240927184500-17090495,DI20240927184500,Safari,"9/27/2024, 2:44:28 PM",2024-09-27 14:44:28,No podia dir-ho millor ! Bravo ! 👌👌👌👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏,17081266,,
DI20240927184500-17084762,DI20240927184500,Topse,"9/27/2024, 1:50:38 PM",2024-09-27 13:50:38,👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼,17081266,,
DI20240927162300-17084266,DI20240927162300,Ani,"9/27/2024, 1:11:06 PM",2024-09-27 13:11:06,Tot se resum €€€€€€,,,
DI20240927162300-17078185,DI20240927162300,Globalista,"9/27/2024, 5:33:18 AM",2024-09-27 05:33:18,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,,,
DI20240927162300-17077137,DI20240927162300,fiascu,"9/27/2024, 3:48:40 AM",2024-09-27 03:48:40,"Hi ha algun altre camp al país homologat per la FIFA que no sigui el Nacional? Llavors la Selecció Nacional de Fútbol, on ha de jugar? Al Nacional. Punt final de la qüestió. No es pot utlitzar l'Estat per perjudicar o anar en contra de ningú. L'Estat inverteix en Estadis públics de l'esport que sigui per a tothom. Si no, el Morabanc Andorra que es faci el seu propi camp, no?",,,
DI20240927162300-17076289,DI20240927162300,PEP,"9/27/2024, 1:42:04 AM",2024-09-27 01:42:04,"Ja cansa aquest tema... no entenc perquè donar tantes voltes si són els únics que poden portar algo d'aficionats al Nacional... que els hi deixin i ja esta, qüestió de logica",,,
DI20240927162300-17076797,DI20240927162300,F,"9/27/2024, 3:01:26 AM",2024-09-27 03:01:26,Doncs si que cansa si...això ja es va deixar clar i no hi ha volta de fulla. Es van ficar tots d'acord i ja està.,17076289,,
DI20240927162300-17076216,DI20240927162300,Shitleague,"9/27/2024, 1:30:13 AM",2024-09-27 01:30:13,FAR-SANTS,,,
DI20240927162300-17076017,DI20240927162300,Joan,"9/27/2024, 12:58:06 AM",2024-09-27 00:58:06,Enèsima farsa. Tothom sap des del primer dia que no tenen cap intenció de fer un camp (no té cap sentit econòmic). Ara ja tornen a estar al lloc que volien i si pugen tornaran a apretar per seguir al nacional ,,,
DI20240927162300-17080712,DI20240927162300,Wally,"9/27/2024, 8:34:41 AM",2024-09-27 08:34:41,Tal qual!,17076017,,
DI20240927162300-17075781,DI20240927162300,Canillenc,"9/27/2024, 12:25:12 AM",2024-09-27 00:25:12,"El que no entenc és perquè la única entitat a la qeu se li demana fer un camp és el futbol. El bàsquet juga en un pavelló pagat i remodelat per govern, el volley, l'handball i el hoquei en pavellons també públics i el rugbi vol jugar en un camp pagat per la FIFA i que excedeix de llarg les necessitats que ells tenen. El perjudicat sempre és el futbol que curiosament és l'esport més seguit del país. Que li preguntin a la FAF!",,,
DI20240927162300-17079851,DI20240927162300,Privat,"9/27/2024, 7:33:49 AM",2024-09-27 07:33:49,"Canillenc,estem parlant de un club privat. I final",17075781,,
DI20240927162300-17076879,DI20240927162300,nuno,"9/27/2024, 3:14:21 AM",2024-09-27 03:14:21,"Pues si es aixi, aqui tothom de prestat i el futbol si no tens camp t ens va a jugar a Alas.",17075781,,
DI20240927162300-17075420,DI20240927162300,Realitat,"9/26/2024, 11:36:55 PM",2024-09-26 23:36:55,"El mateix president deia que no volien fer encamp perque era car. Amb una inversio de 25 milions, on el seu esponsor en posava 10, el comu 10 i lloguer gratuit per 50 anys. Ara tan sols en lloguer volien gastar 40 milions i per l'aspecte de la foto del camp, uns 35/40 milions més. De posar ells aprox 10 a posar-ne 80... ara ja sabeu per que l'acord s'ha trencat. Es una mesura de pressió més cap a govern i la població en general. Ho diuen ara que estan en un bona posició a la classificació per tenir de costat als seguidors generant una maror favorable per a futurs escenaris. El circ ha començat i tornaran a voler seguir al nacional. en cas d'aconseguir-ho.... seguent pas... pique fara pressió a la LIGA perque els deixein jugar en mesures no reglamentaries",,,
DI20240927162300-17075730,DI20240927162300,Hater,"9/27/2024, 12:17:58 AM",2024-09-27 00:17:58,Però si tenen 1000 seguidors només,17075420,,
DI20240927162300-17076204,DI20240927162300,HATERILLU :),"9/27/2024, 1:27:48 AM",2024-09-27 01:27:48,Hi ha algun club que pugui jugar a aquest estadi que en tingui més? Perquè l'alternativa és el rugby que en té 10...,17075730,,
DI20240927162300-17077874,DI20240927162300,Hater,"9/27/2024, 5:05:20 AM",2024-09-27 05:05:20,"Com a mesura de pressió em sembla igual 1000 que 10...que per cert, presionen millor pel que es veu. Si parléssim d'una massa de 10000 aficionats i que a sobre voten ja seria diferent",17076204,,
DI20240927162300-17075680,DI20240927162300,Natalie que te vi,"9/27/2024, 12:12:16 AM",2024-09-27 00:12:16,"Han estat marejant la perdiu per que pensen que ho pagarem entre tots quan a Encamp ho tenien tot a favor, be no , ells no volien pagar la seva part…..",17075420,,
DI20240927162300-17076868,DI20240927162300,eder S,"9/27/2024, 3:12:35 AM",2024-09-27 03:12:35,"a encamp no seria lo mateix  ho sento  molt he anat a encamp i a Andorra la vella, i no hi ha color.a mes no hi aniria tanta gent com ara a andorra ..be una llastima pero segon el propietari del camp si que hi havia una volunta del andorra pero entenc perfectament el propietari del camp en cas de no pagar el  lloguer que fas?, una instal.lacio feta etc..es complicat  potser les garanties de pagament no eran les mes  segures..",17075680,,
DI20240927162300-17075213,DI20240927162300,Milan,"9/26/2024, 11:08:35 PM",2024-09-26 23:08:35,A l’espera que el rugbi és deixi tornar s comprar per no liar-la tornant al Nacional. El conveni és improrrogable!,,,
DI20240927162300-17074912,DI20240927162300,Joanet,"9/26/2024, 10:08:18 PM",2024-09-26 22:08:18,A aquests no els han dit que portar les mans a la butxaca és lletgíssim?,,,
DI20240927150600-17095490,DI20240927150600,Global,"9/27/2024, 2:46:30 PM",2024-09-27 14:46:30,Molt BLABLA i poca feina real ! Discursos plè de vent ! ,,,
DI20240927150600-17084974,DI20240927150600,A la ventafocs,"9/27/2024, 2:07:47 PM",2024-09-27 14:07:47,"Evitar el Canvi Climàtic i vetllar per la Transició Energètica farà que puguem continuar habitant al nostre planeta Terra. I entte moltes altres coses, que la I.A. pugui esdevenir... En cas contrari, no esdevindrà res de res.",,,
DI20240927150600-17079087,DI20240927150600,"Fets, si us plau","9/27/2024, 6:37:59 AM",2024-09-27 06:37:59,"Andorra fa molts discursos, però inverteix molt poc en recerca i innovació.",,,
DI20240927150600-17078842,DI20240927150600,Hipòcrites,"9/27/2024, 6:21:53 AM",2024-09-27 06:21:53,"“Potenciant la sobirània energètica nacional, la sostenibilitat i el creixement econòmic”.",,,
DI20240927150600-17078789,DI20240927150600,Ventafox,"9/27/2024, 6:17:45 AM",2024-09-27 06:17:45,Avui dia el canvi climàtic i la utòpica transició energètica ja no aporten cap rèdit polític. Els més llestos de la classe ja fa dies que s’han passat a la promoció de la digitalització i de la IA.,,,
DI20240927131700-17084945,DI20240927131700,Nocoment,"9/27/2024, 2:04:25 PM",2024-09-27 14:04:25,Lamentable…..,,,
DI20240927131700-17083474,DI20240927131700,Jordi,"9/27/2024, 12:08:36 PM",2024-09-27 12:08:36,Una bona forma de fer turisme pagada per tots els andorrans. Passeu-ho molt bé! Espero que us estigui agradant el viatge.,,,
DI20240927131700-17079474,DI20240927131700,Per exemple...,"9/27/2024, 7:07:22 AM",2024-09-27 07:07:22,Una bona colla de països africans han signat amb la Nasa l'acord Artemis sobre recerca espacial.,,,
DI20240927131700-17079178,DI20240927131700,NO falta ambaixador aquí?,"9/27/2024, 6:45:44 AM",2024-09-27 06:45:44,"Ja es extrany que DA no proclami a ningun pota negre lliure ambaixador aquí, serà que poder a hores d'ara ja no queda ningú per colocar i am TXETXÈNIA fan fer el ple",,,
DI20240927131700-17078665,DI20240927131700,Vassilious D,"9/27/2024, 6:09:25 AM",2024-09-27 06:09:25,"Ara la gira continuarà per Gabon, Tchad i si hi ha temps, Etiòpia. Ben fet!",,,
DI20240927131700-17078376,DI20240927131700,Alex,"9/27/2024, 5:50:58 AM",2024-09-27 05:50:58,La forma de viatjar gratis!!!!,,,
DI20240927131700-17078305,DI20240927131700,Colors,"9/27/2024, 5:46:18 AM",2024-09-27 05:46:18,Ara ens ha donat per tenir més relació amb els nostres germans africans?,,,
DI20240927131700-17078168,DI20240927131700,Globalista,"9/27/2024, 5:31:48 AM",2024-09-27 05:31:48,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,,,
DI20240927131700-17078077,DI20240927131700,Juan Mari de Consciensao,"9/27/2024, 5:23:24 AM",2024-09-27 05:23:24,Poca broma,,,
DI20240927131700-17077944,DI20240927131700,Utilitat?,"9/27/2024, 5:11:13 AM",2024-09-27 05:11:13,Moltes paraules. Pocs fets.,,,
DI20240927111800-17084788,DI20240927111800,Fomentar la natalitat,"9/27/2024, 1:52:31 PM",2024-09-27 13:52:31,"Necessitem futur. Necessitem infants. Necessitem talent, jovent, que porti ens uns anys les regnes de la nostra comunitat. Necessitem formació humana, de la natura perque tothom conegui qué és realment un avort ... i totes les conseqüències que implica aquesta paraula.",,,
DI20240927111800-17081318,DI20240927111800,Rick,"9/27/2024, 9:27:41 AM",2024-09-27 09:27:41,Cap a la Seu pagant de la vostra butxaca. A tots ens agrada passar-ho be i no tenir responsabilitats,,,
DI20240927111800-17081251,DI20240927111800,Joan,"9/27/2024, 9:22:10 AM",2024-09-27 09:22:10,"20 km cap al sud i ja podeu abortar tantes vegades com volgueu, fins que se us caigui la matriu a terra",,,
DI20240927111800-17077875,DI20240927111800,Mascle Alfa,"9/27/2024, 5:05:28 AM",2024-09-27 05:05:28,"Ben fet! Jo també reclamo la desestigmatització de la picor d’ous, una dolència avui encara estigmatitzada i invisibilitzada i de la qual molts mascles patim i hem patit en silenci durant molts anys per les presions heteromatriarcals i pel poder de l’església, així com per “por al què diran”. Llibertat per poder rascar-se quan et piquen! Poder rascar-se és un dret humà!",,,
DI20240927111800-17078282,DI20240927111800,BJ,"9/27/2024, 5:43:53 AM",2024-09-27 05:43:53,"No creo que sea un problema, los tipos como tu, os los rascais a dos manos. ",17077875,,
DI20240927111800-17078845,DI20240927111800,Mascle alfa,"9/27/2024, 6:22:13 AM",2024-09-27 06:22:13,"S’ha avançat molt respecte als anys negres en els quals havíem d’anar a Londres perquè ens rasquessin els ous però és increïble que a l’any 2024 res no canvia i el rascament d’ous lliure i gratuït encara no sigui una realitat al nostre país. Cada any hi ha milions de mascles a Andorra que voldrien fer-se rascar els ous i no poden, lo que representa un atac directe als seus drets reproductius i urològico-genitals igualment com a la seva llibertat com a mascles. Això només s’explica per la influència i opressió que l’església (catòlica, obviament) ha exercit durant segles en l’ambit de la picor d’ous. Treieu els Rosaris del nostre perineu!",17078282,,
DI20240927111800-17076999,DI20240927111800,Moc de pav,"9/27/2024, 3:32:20 AM",2024-09-27 03:32:20,"Avore que parlem de la Seu, no de Kuala Lumpur! Son 10km en cotxe!!!!! Podeu anar a avortar allà, altra cosa es que volgueu continuar tocant lo que no sone i fer caure lo coprincipat!",,,
DI20240927111800-17081146,DI20240927111800,Carme,"9/27/2024, 9:12:22 AM",2024-09-27 09:12:22,Ben dit!!!,17076999,,
DI20240927111800-17076783,DI20240927111800,Ni parlar-ne,"9/27/2024, 2:59:24 AM",2024-09-27 02:59:24,"Ni parlar !!! Si no han pres precaucions que els ho paguin elles, la resta de la societat no hem de pagar.",,,
DI20240927111800-17078344,DI20240927111800,BJ,"9/27/2024, 5:49:13 AM",2024-09-27 05:49:13,"Típica idiosincrasia de ignorante, primero si hay embarazo es cosa de dos, segundo es como decir que una persona que no se ha cuidado toda la vida desde la infancia, si tiene un infarto que se haga cargo el, o que te contagies de gripe y yo te pregunto, te has estado limpiando las manos? No? No lo pago, si fuéramos por ese camino el 95% de las vis3al medico se las tendría que pagar cada uno. ",17076783,,
DI20240927111800-17076596,DI20240927111800,Els 142 del 2023,"9/27/2024, 2:30:09 AM",2024-09-27 02:30:09,"Si no és un ésser humà, què importa?",,,
DI20240927111800-17076556,DI20240927111800,Drets Humans,"9/27/2024, 2:22:12 AM",2024-09-27 02:22:12,"Despenalitzem l'ocupació d'immobles i que l'estat assumeixi el cost del serraller, la llum i la calefacció.",,,
DI20240927093200-17274230,DI20240927093200,S.F,"9/27/2024, 3:58:34 PM",2024-09-27 15:58:34,"Dejad de comentar estupideces, una persona espectacular en todos los sentidos.",,,
DI20240927093200-17081238,DI20240927093200,Joan,"9/27/2024, 9:21:06 AM",2024-09-27 09:21:06,Veig kolts comentaris de forenses experts. Deuen javer estudiar medicina a Harvard.,,,
DI20240927093200-17080327,DI20240927093200,Román,"9/27/2024, 8:06:09 AM",2024-09-27 08:06:09,"Abrazo amigo, lamento en el alma tu retiro temprano.",,,
DI20240927093200-17079475,DI20240927093200,HABITATGES DIGNES,"9/27/2024, 7:07:27 AM",2024-09-27 07:07:27,Les famílies del país estan amb molta por per la situació econòmica i d'habitatges que hi ha a Andorra.,,,
DI20240927093200-17080674,DI20240927093200,fiascu total,"9/27/2024, 8:31:25 AM",2024-09-27 08:31:25,"Ben cert, de vegades penso a cremar-me a lo Bonzó davant de Govern a veure si així reaccionen!!  no ho faré perquè encara estimo massa la vida però si aquest país ens porta a aquests extrems..  no m'estranyaria que acabés succeïnt.",17079475,,
DI20240927093200-17081902,DI20240927093200,Falta coll.......,"9/27/2024, 10:17:37 AM",2024-09-27 10:17:37,Venga va !!!!! dos pebrots i endevant,17080674,,
DI20240927093200-17083798,DI20240927093200,Sobran,"9/27/2024, 12:32:58 PM",2024-09-27 12:32:58,Aguantame el cubata!!! 🤣,17081902,,
DI20240927093200-17078707,DI20240927093200,"Mort, qui t'ha mort?","9/27/2024, 6:11:58 AM",2024-09-27 06:11:58,"Els problemes econòmics i el suïcidi estan molt relacionats, si no és solucionen les causes això esdevindrà una epidèmia.",,,
DI20240927093200-17085027,DI20240927093200,Jordi,"9/27/2024, 2:13:11 PM",2024-09-27 14:13:11,Primer de tot donar el condol a la família i amics del difunt. DEP,17078707,,
DI20240927093200-17078346,DI20240927093200,Anna,"9/27/2024, 5:49:14 AM",2024-09-27 05:49:14,El meu condol als seus familiars i amics,,,
DI20240927093200-17078289,DI20240927093200,Tanato política,"9/27/2024, 5:44:31 AM",2024-09-27 05:44:31,"Hi ha qüestions estructurals que tenen a veure amb els determinants socials, les opressions del sistema, les condicions materials de vida, la incertesa per visibilitzar un futur digne, etc.",,,
DI20240927093200-17077815,DI20240927093200,Hanns,"9/27/2024, 5:00:17 AM",2024-09-27 05:00:17,Quina pena aquests fets i morir a un lloc així. DEP,,,
DI20240927093200-17077805,DI20240927093200,jtv,"9/27/2024, 4:59:15 AM",2024-09-27 04:59:15,"Potser ere un sense sostre. Ho dic perque la situacio dels sense sostre a Andorra es molt dramatica. A França o Espanya reben ajuts que a Andorra no reben, i molt especialment si tenen nacionalitat andorrana. Ademes, el fet de que escollis una benzinera per treures la vida m'ha fet pensar que debie ser algu sense lloc on viure.",,,
DI20240927093200-19108931,DI20240927093200,Andre,"9/28/2024, 7:39:43 AM",2024-09-28 07:39:43,"Et puc assegurar q no Ho era, era com de la família ",17077805,,
DI20240927093200-17079070,DI20240927093200,Pau sense vot,"9/27/2024, 6:37:01 AM",2024-09-27 06:37:01,"JTV, aprovechar esta situación para meter el comentario contra residentes extranjeros realmente es de baja moral.",17077805,,
DI20240927093200-17080336,DI20240927093200,jtv,"9/27/2024, 8:06:51 AM",2024-09-27 08:06:51,Mi comentario no es contra residentes extranjeros en absoluto. No se como has llegado a esta conclusion. ,17079070,,
DI20240927093200-17080681,DI20240927093200,Jaume,"9/27/2024, 8:31:44 AM",2024-09-27 08:31:44,"Jo ho he ENTES perfectament, ni cas! Hi ha gent que nomes busca bulla i mals rollos",17080336,,
DI20240927093200-17078695,DI20240927093200,Thais,"9/27/2024, 6:11:03 AM",2024-09-27 06:11:03,"Si que hi han ajudes per les persones sense lloc on viure, inclús se'ls hi paga una pensió/ hotel fins que poden reconduir la seva situació.",17077805,,
DI20240927093200-17080471,DI20240927093200,jtv,"9/27/2024, 8:15:33 AM",2024-09-27 08:15:33,"Si tens nacionalitat andorrana tens moltes mes posibilitats de que et diguin que no et poden donar una habitacio en una pensio perque estan totes ocupades, i que no rebis absolutament cap ajut per poder alimentarte. Si tens nacionalitat andorrana estas molt indefens.",17078695,,
DI20240927093200-17080636,DI20240927093200,jtv,"9/27/2024, 8:28:04 AM",2024-09-27 08:28:04,"Et diuen que tens FAMILIARS OBLIGATS, si ets andorra.",17080471,,
DI20240927093200-17078856,DI20240927093200,Sara,"9/27/2024, 6:23:15 AM",2024-09-27 06:23:15,No era un sensesostre... Ho coneixia....,17078695,,
DI20240927093200-17083435,DI20240927093200,Mary,"9/27/2024, 12:05:27 PM",2024-09-27 12:05:27,Quiem era este sr,17078856,,
DI20240927093200-17078469,DI20240927093200,Pere,"9/27/2024, 5:58:32 AM",2024-09-27 05:58:32,Francament JTV intentar aprofitar aquesta desgràcia per crear falç alarmisme i notícies fake d aquest tipus es lamentable i vomitiu. ,17077805,,
DI20240927093200-17080570,DI20240927093200,jtv,"9/27/2024, 8:22:53 AM",2024-09-27 08:22:53,No tinc ni la mes minima intencio ni de crear falç alarmisme ni noticies fake. Haurieu de intentar comprendre el que llegiu abans de acusarme de chorrades. ,17078469,,
DI20240927093200-17078141,DI20240927093200,...,"9/27/2024, 5:29:33 AM",2024-09-27 05:29:33,Oportunista.. ,17077805,,
DI20240927093200-19108954,DI20240927093200,Andre,"9/28/2024, 7:40:56 AM",2024-09-28 07:40:56,Calla anda si no sas de que parles,17078141,,
DI20240927064800-17081202,DI20240927064800,Rick,"9/27/2024, 9:18:11 AM",2024-09-27 09:18:11,Totes aquestes vacunes acaben al nostre cos. Penseu si podeu o si en sabeu.,,,
DI20240927064800-17075844,DI20240927064800,xarnego,"9/27/2024, 12:32:50 AM",2024-09-27 00:32:50,Al Blat també l'heu vacunat?,,,
DI20240927064800-17075395,DI20240927064800,Beeeeeeee,"9/26/2024, 11:32:50 PM",2024-09-26 23:32:50,Shan comprat 9600 dosis de vacuna per a tota la cabana per un sol cas de llengua blava d'una ovella?,,,
DI20240927064800-17075700,DI20240927064800,La qüestió és criticar,"9/27/2024, 12:15:09 AM",2024-09-27 00:15:09,¿ Tu no saps que és millor prevenir que curar ?,17075395,,
DI20240927062400-17081862,DI20240927062400,€&$,"9/27/2024, 10:13:47 AM",2024-09-27 10:13:47,El dret és el de la mare.,,,
DI20240927062400-17084192,DI20240927062400,Dorami,"9/27/2024, 1:06:03 PM",2024-09-27 13:06:03,És que el pare de vegades se'n va.. ,17081862,,
DI20240927062400-17078123,DI20240927062400,Virtus Unita Fortior,"9/27/2024, 5:28:00 AM",2024-09-27 05:28:00,"Hi ha gent que es fa moltes empanades mentals amb aquest tema, que si pensament critic, que si l'adoctrinament de les nenes a les escoles, que si el seu estat civil i emocional.... i res mes lluny de la realitat, darrera aquest moviment hi ha la ideología del PS (psoe a andorra) que l'unic que busca a través d'aquest moviment es desestabilitzar el corpincipat i fer desapareixer el bisbat d'urgell, d'aquesta manera i de forma discreta ocuparía el seu cárrrec el president del gobierno de España y en poc temps es produiria la perdua de la soberanía d'Andorra annexionat-nos a España",,,
DI20240927062400-17078372,DI20240927062400,"Lògic, no?","9/27/2024, 5:50:28 AM",2024-09-27 05:50:28,"Crec que l'Església és tan retrograda, que només permetrà aquest dret a la dona, quan no es necessiti matar el nen.",17078123,,
DI20240927062400-17078853,DI20240927062400,Virtus Unita Fortior,"9/27/2024, 6:22:56 AM",2024-09-27 06:22:56,Com he dit es necessita una evolució o regeneració a l'església,17078372,,
