index,article_id,comment_id,article_link,topic,article_type,article_title,comment_content
163,DI20240926055600,DI20240926055600-17040383,https://www.diariandorra.ad/nacional/240926/campanya-per-aplicar-igualtat-genere-gestio-empresarial_158813.html,avortament,article,Campanya per aplicar la igualtat de gènere en la gestió empresarial,"Si les dones deixessin de queixar-se, fer-se les víctimes vivint de les quotes de gènere i es dediquessin a muntar startups o negocis propis arriscant el seu capital s'acabarien gairebé tots els problemes d'igualtat."
164,DI20240915104500,DI20240915104500-16064820,https://www.diariandorra.ad/nacional/240915/musica-com-acompanyament-l-etapa-final-vida_158159.html,avortament,article,La música com a acompanyament a l'etapa final de la vida,¡Qué buena iniciativa! - Qué cambio que aparezca (o no) una figura como la de esta terapeuta al final de tu vida. Enhorabuena. 
165,DI20240910055000,DI20240910055000-16007875,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,avortament,article,Prostitució en un pis al centre d’Encamp,Aquesta és la diversificació de l'economia que buscava el nostre govern amb la inversió estrangera:
166,DI20240926122300,DI20240926122300-17064926,https://www.diariandorra.ad/nacional/240926/stop-violencies-engega-seva-campanya-f-cked-per-reivindicar-dret-les-dones-avortar_158845.html,avortament,article,Stop Violències engega la campanya 'F*cked' per reivindicar l'avortament,Molt trist encara no tenir aquest dret bàsic la veritat. 
167,DI20240910055000,DI20240910055000-16004673,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,avortament,article,Prostitució en un pis al centre d’Encamp,I aixó sols és el principi!
168,DI20240910055000,DI20240910055000-16011783,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,avortament,article,Prostitució en un pis al centre d’Encamp,"Que esperaveu al obrir un casino....doncs prostitució, aviat armes i més drogues. Ens tenim que anar a acostumar. Això és el que porta un casino, aquí i arreu del món.nosaltres no serem diferents, no???"
169,DI20240910055000,DI20240910055000-16004781,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,avortament,article,Prostitució en un pis al centre d’Encamp,"A poc a poc ens assemblem més als països que desitgem imitar, encara que a això en diuen “homologació”."
170,AL20240910185600,AL20240910185600-223834,https://www.altaveu.com/actualitat/politica/concordia-vol-govern-aclareixi-si-preveu-legalitzacio-avortament-andorra_60220_102.html,avortament,article,Concòrdia vol que Govern aclareixi si preveu la legalització de l’avortament a Andorra,"Pel que han dit els uns i els altres, espero que la legalització no sigui ""avortar si pero fora d'Andorra"" com sembla que se'n extreu de comentaris d'algun ministre. Legalitzar l'avortament, s'ha de fer ja (esperem que el nou coprincep episcopal no boicotegi cap llei al respecte com si ha fet el coprincep actual), s'ha de fer ja i amb el maxim de garanties per tothom i AQUI a Andorra."
171,AL20240926122100,AL20240926122100-226213,https://www.altaveu.com/actualitat/afers-socials/campanya-stop-violencies-denunciar-situacio-avortament-andorra_60606_102.html,avortament,article,Campanya d’Stop Violències per denunciar la situació de l’avortament a Andorra,"Ets bastant ignorant. No estan reclamant l'avortament per algunes situacions, estan reclamant que es despenalitzi i que es pugui realitzar sense fer preguntes.  No hi ha hagut cap condena per avortament i s'hauria de parlar per quins motius i en quin periode. El feto també és una vida i té drets"
172,DI20240919195200,DI20240919195200-16329518,https://www.diariandorra.ad/nacional/240919/els-primers-avencos-sobre-despenalitzacio-l-avortament-tindran-2025_158443.html,avortament,article,Els primers avenços sobre la despenalització de l'avortament es tindran el 2025,"si el no nascut no és un ésser humà, què importa què li fem?"
173,AL20240910185600,AL20240910185600-223865,https://www.altaveu.com/actualitat/politica/concordia-vol-govern-aclareixi-si-preveu-legalitzacio-avortament-andorra_60220_102.html,avortament,article,Concòrdia vol que Govern aclareixi si preveu la legalització de l’avortament a Andorra,És evident que per avortar a Andorra primer caldrà que acabi el coprincipat. Cal un referèndum sobre la continuïtat del coprincipat. El món del gran diner i del poder ens vol fer por. No hem de tèmer la república.
174,AL20240926122100,AL20240926122100-226283,https://www.altaveu.com/actualitat/afers-socials/campanya-stop-violencies-denunciar-situacio-avortament-andorra_60606_102.html,avortament,article,Campanya d’Stop Violències per denunciar la situació de l’avortament a Andorra,"Que paguin elles si volen avortar, no pagarem els demés, sinó menys cardar sense control."
175,AL20240928105700,AL20240928105700-226618,https://www.altaveu.com/actualitat/afers-exteriors/espot-comparteix-parolin-avencos-en-relacio-joc-equilibris-sobre-avortament_60661_102.html,avortament,article,Espot comparteix amb Parolin els avenços en relació al joc d’equilibris sobre l’avortament,"Com s’agraden, quines miradetes…."
176,DI20240910055000,DI20240910055000-16008197,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,avortament,article,Prostitució en un pis al centre d’Encamp,"Com no els hi toqui el flabiol a la Unió Europea, estem venuts "
177,DI20240910055000,DI20240910055000-16005414,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,avortament,article,Prostitució en un pis al centre d’Encamp,"Drogues, putes i rock and roll."
178,DI20240910055000,DI20240910055000-16010143,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,avortament,article,Prostitució en un pis al centre d’Encamp,"Visca Andorra lliure ,que ve que ho passarem ."
179,DI20240920135100,DI20240920135100-16341764,https://www.diariandorra.ad/esports/240920/candidatura-d-espot-miro-per-presidir-coa-sera-paritaria_158496.html,avortament,article,La candidatura d'Espot Miró per presidir el COA serà paritaria,"ENHORABONAR ! Entrega de llur   temps , persoes que portarán  ,  amb DIGNITAT i PRESTIGIE el nom d'ANDORRA!🇷🇴"
180,DI20240927062400,DI20240927062400-17075121,https://www.diariandorra.ad/nacional/240927/stop-violencies-s-uneix-amb-entitat-venecolana-proavortista_158895.html,avortament,article,Stop Violències s’uneix amb una entitat veneçolana proavortista,Campanya ‘F*cked’? el nom és un clar denominador d'un feminisme radical.
181,DI20240920135100,DI20240920135100-16339454,https://www.diariandorra.ad/esports/240920/candidatura-d-espot-miro-per-presidir-coa-sera-paritaria_158496.html,avortament,article,La candidatura d'Espot Miró per presidir el COA serà paritaria,Patèticcccccccc . 
182,DI20240902055600,DI20240902055600-15911443,https://www.diariandorra.ad/nacional/240902/nou-index-situa-andorra-com-pais-mes-segur-mon_157353.html,avortament,article,Un nou índex situa Andorra com el país més segur del món,Hahaha. Bona manera de comença la setmana amb humor al pais expropiador comunista mes gran d'europa
183,DI20240910055000,DI20240910055000-16004633,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,avortament,article,Prostitució en un pis al centre d’Encamp,"El problema de la prostitució es que normalment aquestes peesones venen drogues per complimentar la seva professió. La prostitució implica drogues, proxenetisme i mafia. "
184,DI20240915104500,DI20240915104500-16063445,https://www.diariandorra.ad/nacional/240915/musica-com-acompanyament-l-etapa-final-vida_158159.html,avortament,article,La música com a acompanyament a l'etapa final de la vida,Molt interessant! Que pugui mantenir-se aquesta activitat tan beneficiosa pels pacients i alhora gratificant per la terapeuta. Endavant!Anna 
185,DI20240902055600,DI20240902055600-15916454,https://www.diariandorra.ad/nacional/240902/nou-index-situa-andorra-com-pais-mes-segur-mon_157353.html,avortament,article,Un nou índex situa Andorra com el país més segur del món,NO a la Unió Europea. NO IMMIGRACIÓ 
186,AL20240928144900,AL20240928144900-226619,https://www.altaveu.com/actualitat/afers-socials/institut-dones-se-suma-exigir-despenalitzacio-avortament_60671_102.html,avortament,article,"L’Institut de les Dones considera “innegociable” un “avortament lliure, segur i gratuït”",Un avortament gratuït finançar per govern per causes majors estic d'acord i que es faci amb territori Andorra. Però un avortament sense causa major pq sigui per un distracció o el alguna cosa així.... que se'l pagui cadascú
187,DI20240910055000,DI20240910055000-16005835,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,avortament,article,Prostitució en un pis al centre d’Encamp,Es bo que hi hahin putes a andorra. Aixi rls andprrans feixan d'anar tant a la seu qhe produeix contaminacio
188,DI20240902055600,DI20240902055600-15919238,https://www.diariandorra.ad/nacional/240902/nou-index-situa-andorra-com-pais-mes-segur-mon_157353.html,avortament,article,Un nou índex situa Andorra com el país més segur del món,"Jo també m’ho crec. Tenim d’obrir els ulls, vivim amb molta seguretat Andorra. Mai tinc por quan passejo a qualsevol hora i no es lo mateix quan viatjo. Gracias seguretat. "
189,DI20240902055600,DI20240902055600-15911121,https://www.diariandorra.ad/nacional/240902/nou-index-situa-andorra-com-pais-mes-segur-mon_157353.html,avortament,article,Un nou índex situa Andorra com el país més segur del món,Un honor estar amb les dictadures arabs
190,DI20240910055000,DI20240910055000-16006620,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,avortament,article,Prostitució en un pis al centre d’Encamp,"Per salvar Andorra de la ruïna més absoluta proposo legalitzar i invertir en la prostitució tal com s'ha fet amb el Joc i fomentar el turisme sexual, Caldea es podria convertir en una sauna Gai i Trans, prostíbuls de robots sexuals, avatars digitals, sexe digital metavers etc."
191,DI20240910055000,DI20240910055000-16004528,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,avortament,article,Prostitució en un pis al centre d’Encamp,El Funi no és el centre
192,DI20240919195200,DI20240919195200-16334233,https://www.diariandorra.ad/nacional/240919/els-primers-avencos-sobre-despenalitzacio-l-avortament-tindran-2025_158443.html,avortament,article,Els primers avenços sobre la despenalització de l'avortament es tindran el 2025,"Curiosa espècie la humana, capaç d'exterminar la vida d'un bebè en nom dels seus drets elementals, amb la complicitat de polítics, metges i jutges."
193,DI20240902055600,DI20240902055600-15912330,https://www.diariandorra.ad/nacional/240902/nou-index-situa-andorra-com-pais-mes-segur-mon_157353.html,avortament,article,Un nou índex situa Andorra com el país més segur del món,Maxi sécurité mini fiscalité 
194,DI20240902055600,DI20240902055600-15916805,https://www.diariandorra.ad/nacional/240902/nou-index-situa-andorra-com-pais-mes-segur-mon_157353.html,avortament,article,Un nou índex situa Andorra com el país més segur del món,"Un ranking de una revista privada para evasores fiscales cuyo top son paises de baja fiscalidad, JAJAJAJA Los Emiratos y Qatar.. seguros??? Jajajajajaja "
195,DI20240910055000,DI20240910055000-16005474,https://www.diariandorra.ad/nacional/240910/prostitucio-pis-centre-d-encamp_157788.html,avortament,article,Prostitució en un pis al centre d’Encamp,"Que sou d'inocens¡¡ a Andorra de tota la vida hi hagut putetes¡¡¡ d'amagat pero putetes,amb tot el meu respecte,, perque son persones com nosaltres."
196,DI20240916121600,DI20240916121600-16064335,https://www.diariandorra.ad/nacional/240916/l-agost-tanca-amb-304-persones-recerca-feina-treball_158220.html,avortament,article,L'agost es tanca amb 304 persones en recerca de feina a Treball,"La taxa d'atur  es molt alta més del que s'explican aquí, aquella oficina d'ocupacio no és més que una despesa   estratosferica per el país,  plena de funcionaris sense donar sortida laboral a ningú que a perdut la feina,  es poden pasar mesos sense trucar per oferir una sola feina, sobretot des de que la il.lustrisima MARSOL s'ha càrregat els programes laborals per els majors de 45 anys deixan-los amb al cul al aire, sense programa, sense feina, sense cass i sense futur, una poca vergonya tot plegat  "
197,DI20240929054300,DI20240929054300-19117219,https://www.diariandorra.ad/parroquies/240929/bruixeria-misoginia-institucionalitzada_158985.html,avortament,article,“La bruixeria és la misogínia institucionalitzada”,"Les dones no eren ni bruixes ni àngels, ni van ser odiades pels homes, aixó és un fantasma ideològic creat pel neo feminisme."
198,DI20240902055800,DI20240902055800-15912372,https://www.diariandorra.ad/nacional/240902/cop-mes-agencies_157354.html,avortament,article,Cada cop més agències,"Si la Recerca i la Innovació a Andorra consisteixen en anar creant agències, anem arreglats."
199,DI20240926122300,DI20240926122300-17066889,https://www.diariandorra.ad/nacional/240926/stop-violencies-engega-seva-campanya-f-cked-per-reivindicar-dret-les-dones-avortar_158845.html,avortament,article,Stop Violències engega la campanya 'F*cked' per reivindicar l'avortament,Nomes cal baixar 20km al sud i podreu abortar tantes vegades com aguanti la vostra matriu.
200,DI20240918162400,DI20240918162400-16317947,https://www.diariandorra.ad/nacional/240918/immobiliaris-i-constructors-alerten-llei-omnibus-els-aboca-crisi_158367.html,habitatge,article,Immobiliaris i constructors alerten que la llei òmnibus de l'habitatge els aboca a la crisi,Expropiese! El comunisme ha arribat a Andorra!
201,DI20240923140400,DI20240923140400-16367594,https://www.diariandorra.ad/nacional/240923/pirineu-viu-anuncia-mobilitzacions-turisme-afectaran-andorra_158653.html,habitatge,article,Pirineu Viu anuncia mobilitzacions contra el turisme que afectaran Andorra,Perfecte !!! I ara què per a on començem ???
202,DI20240917062300,DI20240917062300-16072427,https://www.diariandorra.ad/nacional/240917/l-ipc-baixa-l-agost-tot-i-preu-l-habitatge-creix-mes_158280.html,habitatge,article,L’IPC baixa a l’agost tot i que el preu de l’habitatge creix més,"Les estadístiques són capaces de demostrar qualsevol cosa, però la gent ja no es creu res, perquè el sentit comú preval sobre la manipulació mediàtica."
203,DI20240918162400,DI20240918162400-16316649,https://www.diariandorra.ad/nacional/240918/immobiliaris-i-constructors-alerten-llei-omnibus-els-aboca-crisi_158367.html,habitatge,article,Immobiliaris i constructors alerten que la llei òmnibus de l'habitatge els aboca a la crisi,"Realment llegint els comentaris veig que la majoria no entén res o bé els hi han rentat el cervell. L inversió estrangera ha portat en la seva majoria gent que crea societat, genera activitat econòmica, paga impostos i gasta al país. El tema de l habitatge el problema no son els immobiliaris que son intermediaris no tant sols la majoria dels propietaris : son els salaris que estan gelats des de fa molts anys i creixent molt per sota del vist real de la vida. Totes les mesures implementades per el m govern els últims anys han provocat cada vegada augment de preus i amb aquesta llei encara n hi hauran mes. Mentrestant aneu fent despòtica t contra els que generen impostos i activitat econòmica veureu que divertit quan ens els haurem carregat prepareu vos per un IGI al 15% com a mínim i IRPF sense límit baix d ingressos "
204,DI20240920132100,DI20240920132100-16335189,https://www.diariandorra.ad/nacional/240920/andorra-endavant-critica-discurs-cap-govern-i-les-mesures-sobre-l-habitatge_158492.html,habitatge,article,Andorra Endavant critica el discurs del cap de Govern i les mesures sobre l'habitatge,"Andprra endevant, gracies x ser els unics aue degenseu als que hem estañviat 40 anys per comprar un pis que lloguem a turistes donant un servei al mes gran swctoe del.pais (turisme) i respectar ña nostra feina per donar un sdrvei premium perque andorra segueixi sent un lñoc top x el turisme del esqui gracies al nostre esforç i defensarnos dels que ens voñen expoliar el nostre ofici"
205,DI20240901060100,DI20240901060100-15908148,https://www.diariandorra.ad/nacional/240901/l-atropellament-mortal-forca-canvis-per-guanyar-seguretat_157308.html,habitatge,article,L’atropellament mortal força canvis per guanyar seguretat,"Titular tendenciós i mala llet, ""per guanyar seguretat"" ..... Quins collons.... A on està la prevenció de seguretat!?!?.... Ara ho arreglen ràpid per no donar pistes.... Desgraciats tots plegats, espero que els hi caigui tot el pes de la justícia de la negligència expressament premeditat....."
206,DI20240920061100,DI20240920061100-16334249,https://www.diariandorra.ad/nacional/240920/sector-dels-farmaceutics-advoca-per-vincular-les-obertures-als-quarts_158462.html,habitatge,article,Un sector dels farmacèutics advoca per vincular les obertures als quarts,Pel religios
207,DI20240905060300,DI20240905060300-15940614,https://www.diariandorra.ad/nacional/240905/govern-critica-ps-i-ae-pel-retard-poden-provocar-llei-omnibus_157539.html,habitatge,article,Govern critica el PS i AE pel retard que poden provocar a la llei òmnibus,"Com més tard s'aprovi aquest nyap de llei, millor que millor."
208,DI20240925054800,DI20240925054800-16389254,https://www.diariandorra.ad/nacional/240925/les-sol-licituds-d-ajudes-ofereix-joventut-per-emancipar-redueixen_158743.html,habitatge,article,Les sol·licituds d’ajudes que ofereix Joventut per poder emancipar-se es redueixen,Els joves ja ens donem per vençuts. D'aquí 5-10 anys la societat andorrana estarà composta per gent de 45 anys cap a dalt... i no serà pas per la baixa natalitat. 
209,DI20240917120200,DI20240917120200-16073469,https://www.diariandorra.ad/nacional/240917/separacio-traumatica-acaba-amb-desnonament-dels-fills-peticio-pare_158289.html,habitatge,article,Aturat el desnonament demanat per un conflicte de parella,"Hola Marcel, hauria de ser com tu dius però la realitat de vegades és molt diferent i el que passa és que hi ha fills i fills. Si els fills l'únic que fan és maltractar psíquicament el pare no mantenint cap contacte amb ell o la seva família, i únicament volen aprofitar-se dels diners sense cap mena de contrapestració, també han d'assumir com a majors les conseqüències de la seva actitud. Tot no val a la vida... La Llei ha de protegir aquests casos. I no dic que sigui aquest el cas."
210,DI20240926135900,DI20240926135900-17065981,https://www.diariandorra.ad/esports/240926/trenquen-les-negocacions-l-fc-andorra-i-propietat-per-l-estadi-borda-mateu_158852.html,habitatge,article,La propietat de la Borda Mateu trenca les negociacions amb l'FC Andorra per l'estadi,Es una vergonya que seguim deixant que aquesta tropa s'en foti i rigui del país a la nostra cara i el Govern ho segueixi suportant. Que marxin ja i deixin de molestar
211,DI20240926061600,DI20240926061600-17064651,https://www.diariandorra.ad/nacional/240926/montaner-critica-govern-concordia-i-ps-per-voler-legislar-sense-dades-d-habitatge_158821.html,habitatge,article,"Montaner critica Govern, Concòrdia i el PS per voler legislar sense dades d’habitatge",Segurament ella en té moltes dades que justifiquen el fer l'esmeta a la totalitat. O potser no en te cap dada i el que fa és obstrucció
212,AL20240920090100,AL20240920090100-225423,https://www.altaveu.com/actualitat/societat/trampa-fill-increments-lloguer-abusius-son-armes-assetjament-immobiliari_60457_102.html,habitatge,article,La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari,O sea cada cinco años..los propietarios (joden) la vida a los inquilinos tengan familia o no...haciendoles buscar otro piso..! Que bonito ! ? Y teneis conciencia..? Hoy no sabeis ni lo que es eso...menos mal que el tiempo se encarga de ...devolveros el mal que haceis..por el cochino dinero... ! ojalá se llenen de prostíbulos!  Los pisos de los que haceis eso..
213,DI20240929122800,DI20240929122800-19122924,https://www.diariandorra.ad/nacional/240929/coordinadora-l-habitatge-demana-limitar-dels-especuladors_159018.html,habitatge,article,La coordinadora de l'habitatge demana limitar el poder dels especuladors,S'arruïnen i volen que tothom acabi com ells
214,DI20240926135900,DI20240926135900-17066616,https://www.diariandorra.ad/esports/240926/trenquen-les-negocacions-l-fc-andorra-i-propietat-per-l-estadi-borda-mateu_158852.html,habitatge,article,La propietat de la Borda Mateu trenca les negociacions amb l'FC Andorra per l'estadi,Oooo quina sorpresa… una mentida darrere una altra… això no té fi… però seguiu-los donant bola
215,AL20240916134600,AL20240916134600-224624,https://www.altaveu.com/actualitat/politica-social/andorra-vella-sant-julia-canillo-pas-tindran-pisos-publics-lloguer-assequible-enguany_60358_102.html,habitatge,article,"Andorra la Vella, Sant Julià, Canillo i el Pas tindran pisos públics de lloguer assequible enguany",El Cap fa dies que no te cap credibilitat Ni pel que fa ni per la seva mansió
216,DI20240925095500,DI20240925095500-16390995,https://www.diariandorra.ad/nacional/240925/montaner-critica-govern-concordia-i-ps-per-voler-legislar-sense-dades-sobre-l-habitatge_158772.html,habitatge,article,"Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge",Un cop mes populisme pur i dur al que ens té acostumats aquesta senyora.
217,DI20240917062300,DI20240917062300-16072692,https://www.diariandorra.ad/nacional/240917/l-ipc-baixa-l-agost-tot-i-preu-l-habitatge-creix-mes_158280.html,habitatge,article,L’IPC baixa a l’agost tot i que el preu de l’habitatge creix més,que cachondos són els de DA ....
218,DI20240902054300,DI20240902054300-15910049,https://www.diariandorra.ad/parroquies/240902/nou-proces-per-adjudicar-l-estudi-viabilitat-l-antic-hotel-pol_157349.html,habitatge,article,Nou procés per adjudicar l’estudi de viabilitat de l’antic hotel Pol,"L’ús parcial com a residència per a universitaris estrangers està lligat a l’existència d’ensenyament presencial i a la validació internacional dels títols concedits per l’estat andorrà, títols  que han de gaudir d’un prestigi mínim. El més calent està a l’aigüera, per no dir que hi ha molt conte de la lletera pel mig."
219,AL20240904111200,AL20240904111200-222931,https://www.altaveu.com/actualitat/afers-socials/pisos-lloguer-pas-adjudicaran-sense-moblar-durant-primera-quinzena-mes-vinent_60067_102.html,habitatge,article,Els pisos de lloguer del Pas s’adjudicaran sense moblar durant la primera quinzena del mes vinent,Aquí la cuestión es quejarse por todo. Ponen soluciones pero todos quieren vivir por dos duros en el centro. Si no os gusta este sitio os largáis. En otro país no de coña el gobierno intenta hacer lo que puede con las herramientas que tiene para dar una solución. Los que os quejáis no estáis desesperados. Se nota
220,DI20240924060500,DI20240924060500-16378220,https://www.diariandorra.ad/nacional/240924/l-institut-l-habitatge-aposta-per-persuadir-els-propietaris_158683.html,habitatge,article,L’Institut de l’Habitatge aposta per persuadir amb la cessió voluntària dels pisos buits,"Si fan la seció forsosa, hem de fer una manifestació indefinida contra el nostre govern comunista o aniran a més! "
221,AL20240908101900,AL20240908101900-223394,https://www.altaveu.com/actualitat/politica/sindic-demana-accions-concretes-resultats-tangibles-afrontar-crisi-habitatge_60165_102.html,habitatge,article,El síndic demana “accions concretes i resultats tangibles” per afrontar la crisi de l’habitatge,"No m'importa si han gestionat malament i han perdut part de la seva fortuna. Segueix tenint molt més que la majoria dels andorrans junts i hauria de ser dels primers a fer esforços i mostrar aquestes accions concretes que ell demana. No tenen cap excusa, cap ni una."
222,DI20240903055100,DI20240903055100-15920211,https://www.diariandorra.ad/nacional/240903/concordia-descarta-l-esmena-totalitat-llei-omnibus_157410.html,habitatge,article,Concòrdia descarta l’esmena a la totalitat de la llei òmnibus,Van més perduts… ara si ara no.. i volen governar? Quin drama..
223,AL20240920114300,AL20240920114300-225416,https://www.altaveu.com/actualitat/afers-socials/coordinadora-habitatge-calcula-2023-hi-va-haver-950-casos-reals-trampes-abusos_60460_102.html,habitatge,article,La Coordinadora de l’Habitatge calcula que el 2023 hi va haver 950 casos reals de trampes i abusos,"Tenim en compte que hi han uns 30000 pisos de lloguer i que tenim suposadament 50 casos d’abus i la major part dels pisos estan a preu mes que asequible de que estem parlant? Facil de un 0,1% ja en hi ha prou! Per cert la major part dels pisos estan per sota dels 8 euros i govern es mes economic a preu assequible als 9 fins a 12 euros, DEMAGOGIA PURA."
224,DI20240923140400,DI20240923140400-16368078,https://www.diariandorra.ad/nacional/240923/pirineu-viu-anuncia-mobilitzacions-turisme-afectaran-andorra_158653.html,habitatge,article,Pirineu Viu anuncia mobilitzacions contra el turisme que afectaran Andorra,D'on surten aquests? 
225,DI20240918181600,DI20240918181600-16317022,https://www.diariandorra.ad/nacional/240918/govern-afirma-amb-les-mesures-d-habitatge-defensar-l-interes-general-i-d-associacions_158371.html,habitatge,article,Govern recalca que amb les mesures d'habitatge ha de defensar l'interès general i no d'associacions,Si interès general es beneficiar a forasters que porten pocs anys aquí……estem arreglats !
226,DI20240925095500,DI20240925095500-16397185,https://www.diariandorra.ad/nacional/240925/montaner-critica-govern-concordia-i-ps-per-voler-legislar-sense-dades-sobre-l-habitatge_158772.html,habitatge,article,"Montaner critica Govern, Concòrdia i PS per voler legislar sense dades sobre l'habitatge","Andorra Endavant fotrà una empenta cap endavant...uff. Si ja va sorprende en les últimes eleccions, al tanto les següents.. "
227,DI20240918162400,DI20240918162400-16319057,https://www.diariandorra.ad/nacional/240918/immobiliaris-i-constructors-alerten-llei-omnibus-els-aboca-crisi_158367.html,habitatge,article,Immobiliaris i constructors alerten que la llei òmnibus de l'habitatge els aboca a la crisi,Aquests són els quatre que ara es queixen perquè les coses no pinten bé.
228,DI20240923140400,DI20240923140400-16370631,https://www.diariandorra.ad/nacional/240923/pirineu-viu-anuncia-mobilitzacions-turisme-afectaran-andorra_158653.html,habitatge,article,Pirineu Viu anuncia mobilitzacions contra el turisme que afectaran Andorra,"Al final Andorra no te llum,no te aeroport, no te materia prima !!!!!!!que te? "
229,DI20240923140400,DI20240923140400-16367541,https://www.diariandorra.ad/nacional/240923/pirineu-viu-anuncia-mobilitzacions-turisme-afectaran-andorra_158653.html,habitatge,article,Pirineu Viu anuncia mobilitzacions contra el turisme que afectaran Andorra,"Qui vulgui aeroport, que se'l posi a casa seva i el mantingui ell"
230,AL20240920090100,AL20240920090100-225317,https://www.altaveu.com/actualitat/societat/trampa-fill-increments-lloguer-abusius-son-armes-assetjament-immobiliari_60457_102.html,habitatge,article,La ‘trampa del fill’ o increments de lloguer abusius són les ‘armes’ de l’assetjament immobiliari,"Encara no ho saps Fran, però la de pisos de lloguer que desapareixeran del mercat et farà veure que ha sigut un terrible error cargar-se la temporalitat dels contractes. I ja t'adelanto, que si es torna a intentar un altra pròrroga, això ja anirà per tribunals i la mossegada pot ser seria.."
231,AL20240904111200,AL20240904111200-222967,https://www.altaveu.com/actualitat/afers-socials/pisos-lloguer-pas-adjudicaran-sense-moblar-durant-primera-quinzena-mes-vinent_60067_102.html,habitatge,article,Els pisos de lloguer del Pas s’adjudicaran sense moblar durant la primera quinzena del mes vinent,"Acaban els teus calculs, 2 persones a sou base, se'n van a 2400-2500€. Els 850 de vivenda + fibra + parking no superen el 35% No es tan."
232,DI20240917120200,DI20240917120200-16073850,https://www.diariandorra.ad/nacional/240917/separacio-traumatica-acaba-amb-desnonament-dels-fills-peticio-pare_158289.html,habitatge,article,Aturat el desnonament demanat per un conflicte de parella,"Jo he pasat pel mateix i aseguro que el rollito aquest de que es el domicili dels nens, es fica la mare a dins i fins que no acaben els estudis tens un pis mort de fastic i que no gaudeixes. Estic d acord amb el pare que es vengui el pis ja i es liquidi. Si els nens son majors d edat, que els pares lloguin un Pis i tot arreglat. No es tan complicat….."
233,DI20240924130700,DI20240924130700-16383700,https://www.diariandorra.ad/nacional/240924/concordia-vol-limitar-les-autoritzacions-quota-general_158716.html,habitatge,article,Concòrdia vol limitar les autoritzacions a la quota general,"Pais de izquierdosos, transfiero mis millones a luxemburgo y me largo. Suerte con los perroflautas"
234,AL20240903220000,AL20240903220000-222844,https://www.altaveu.com/actualitat/societat/arquitectes-moda-pais-representara-comuns-institut-nacional-habitatge_60062_102.html,habitatge,article,Un dels ‘arquitectes de moda’ del país representarà els comuns a l’Institut Nacional de l’Habitatge,Quin desastre deu meu...ho dic sobre tot per St. Vinceç d'Enclar...
235,DI20240924130700,DI20240924130700-16386558,https://www.diariandorra.ad/nacional/240924/concordia-vol-limitar-les-autoritzacions-quota-general_158716.html,habitatge,article,Concòrdia vol limitar les autoritzacions a la quota general,Es volen carregar tota l'economia! Aquesta gent empobriran el país i es dedicaran a repartir la misèria!
236,DI20240926135900,DI20240926135900-17067019,https://www.diariandorra.ad/esports/240926/trenquen-les-negocacions-l-fc-andorra-i-propietat-per-l-estadi-borda-mateu_158852.html,habitatge,article,La propietat de la Borda Mateu trenca les negociacions amb l'FC Andorra per l'estadi,Debem ser l'únic lloc al mon que no recolza el seu equip no els seus esportistes. Així ens va
237,DI20240918162400,DI20240918162400-16318116,https://www.diariandorra.ad/nacional/240918/immobiliaris-i-constructors-alerten-llei-omnibus-els-aboca-crisi_158367.html,habitatge,article,Immobiliaris i constructors alerten que la llei òmnibus de l'habitatge els aboca a la crisi,Estas cosas con franco no pasarian
